,ngram,FR_term_frequency,EN_term_frequency,delta
5809,warmer,3645,521756,518111
5810,imagining,3500,521616,518116
5811,boasted,942,521600,520658
5812,nostrils,1034,521525,520491
5813,dispense,1050086,521442,528644
5814,romeo,110729,521417,410688
5815,acknowledgements,5569,521350,515781
5816,contending,2705,521340,518635
5817,surveyor,9726,521316,511590
5818,flattery,1599,521293,519694
5819,tsar,506768,521251,14483
5820,hermann,436887,521206,84319
5821,fabrics,5443,521137,515694
5822,bentham,161967,521081,359114
5823,tragedies,325187,521079,195892
5824,blended,3230,521064,517834
5825,chen,124360,521063,396703
5826,arthritis,19726,521030,501304
5827,poorest,3340,520899,517559
5828,concise,120045,520850,400805
5829,revolving,5616,520828,515212
5830,urgency,4684,520796,516112
5831,nunc,254500,520739,266239
5832,concentrating,4017,520691,516674
5833,jung,217045,520677,303632
5834,flashed,603,520594,519991
5835,preventive,403606,520551,116945
5836,thofe,323,520451,520128
5837,electromagnetic,11152,520445,509293
5838,hindus,5446,520347,514901
5839,ieee,30062,520264,490202
5840,bede,56343,520178,463835
5841,stuffed,1104,520146,519042
5842,apprehensions,239868,520140,280272
5843,cholesterol,99361,520100,420739
5844,gould,69080,520087,451007
5845,staining,8824,520038,511214
5846,stiffness,4277,520013,515736
5847,tens,22708,519938,497230
5848,ofthe,308214,519926,211712
5849,engels,376862,519918,143056
5850,tyne,27343,519906,492563
5851,prefixed,1880,519851,517971
5852,floated,1503,519831,518328
5853,substitutes,6081,519759,513678
5854,entailed,4055,519736,515681
5855,appalling,1484,519733,518249
5856,5.4,111028,519689,408661
5857,biographer,1584,519678,518094
5858,industrialization,21123,519602,498479
5859,fome,3874,519589,515715
5860,respectful,2020,519575,517555
5861,johns,63811,519574,455763
5862,terrors,1901,519549,517648
5863,earnestness,727,519525,518798
5864,dixon,42806,519493,476687
5865,weaken,2991,519459,516468
5866,widening,5712,519379,513667
5867,expiration,1241334,519355,721979
5868,armenian,9159,519322,510163
5869,originating,10141,519283,509142
5870,builds,3692,519260,515568
5871,transcendental,31111,519256,488145
5872,psychotherapy,15426,519232,503806
5873,retina,9848,519221,509373
5874,dawson,58979,519132,460153
5875,nicht,1448699,518928,929771
5876,hydrolysis,5119,518880,513761
5877,allegory,5426,518862,513436
5878,disobedience,2544,518820,516276
5879,kissing,1731,518768,517037
5880,abel,419810,518677,98867
5881,inventor,6041,518633,512592
5882,manning,47469,518626,471157
5883,spies,8579,518589,510010
5884,highlighted,4090,518525,514435
5885,militant,520766,518513,2253
5886,foreground,3993,518499,514506
5887,1788,527037,518311,8726
5888,shortest,3922,518237,514315
5889,ira,889372,518182,371190
5890,1787,500815,518173,17358
5891,moods,2569,518141,515572
5892,pulses,9851,518034,508183
5893,xxxi,301823,517897,216074
5894,carts,2489,517879,515390
5895,healed,2704,517874,515170
5896,adoration,447244,517874,70630
5897,moth,8323,517853,509530
5898,contractual,12411,517800,505389
5899,benzene,88501,517754,429253
5900,loneliness,3003,517709,514706
5901,herring,12524,517676,505152
5902,sensual,3097,517643,514546
5903,compute,7332,517595,510263
5904,botanical,18544,517454,498910
5905,polarization,13063,517444,504381
5906,evenly,3047,517434,514387
5907,aft,13253,517424,504171
5908,stipulated,9540,517401,507861
5909,suburban,7608,517349,509741
5910,ups,26144,517298,491154
5911,comet,12435,517217,504782
5912,rally,4564,517094,512530
5913,crucified,1117,517042,515925
5914,nicely,1890,517041,515151
5915,inaccessible,437687,516991,79304
5916,nonlinear,13581,516966,503385
5917,geschichte,439754,516933,77179
5918,trumpets,1182,516822,515640
5919,mihi,188990,516748,327758
5920,mule,136953,516681,379728
5921,disagree,3993,516649,512656
5922,marvel,5811,516646,510835
5923,willis,69354,516562,447208
5924,irritated,890,516491,515601
5925,generalization,8862,516430,507568
5926,inductive,102797,516355,413558
5927,mead,65400,516324,450924
5928,bridegroom,1138,516261,515123
5929,muses,253269,516230,262961
5930,admirers,1261,516179,514918
5931,fading,8492,516047,507555
5932,dundee,24915,515929,491014
5933,baxter,32923,515925,483002
5934,rib,10288,515824,505536
5935,wagon,449255,515820,66565
5936,shocking,4318,515725,511407
5937,alias,253347,515670,262323
5938,jeremy,38726,515618,476892
5939,cavities,6371,515547,509176
5940,pony,4793,515541,510748
5941,diaries,9751,515493,505742
5942,plight,2724,515444,512720
5943,modo,620310,515346,104964
5944,restitution,1224246,515295,708951
5945,alt,92158,515268,423110
5946,f.r.s.,3227,515261,512034
5947,divert,3596,515254,511658
5948,6.5,94851,515233,420382
5949,revelations,476179,514780,38601
5950,weston,29169,514683,485514
5951,cyril,45335,514632,469297
5952,448,269939,514497,244558
5953,sanskrit,53330,514495,461165
5954,scratch,4970,514446,509476
5955,screens,4188,514400,510212
5956,extraordinarily,2161,514396,512235
5957,genial,141933,514260,372327
5958,meek,10284,514173,503889
5959,modulation,239359,514161,274802
5960,fruitless,1453,514074,512621
5961,precept,1885,514058,512173
5962,yang,214134,513998,299864
5963,grieve,9974,513984,504010
5964,summon,1926,513897,511971
5965,graduates,8322,513816,505494
5966,nobler,1265,513803,512538
5967,sturdy,1802,513614,511812
5968,schiller,296737,513487,216750
5969,alley,9304,513471,504167
5970,experimentally,11910,513309,501399
5971,nutrient,12824,513254,500430
5972,lifestyle,3975,513212,509237
5973,endowment,14188,513205,499017
5974,recordings,6313,513179,506866
5975,coercion,7004,512879,505875
5976,rags,2603,512862,510259
5977,tonnage,747776,512840,234936
5978,wherewith,757,512812,512055
5979,bewildered,1020,512761,511741
5980,brittany,7998,512739,504741
5981,pleasantly,588,512737,512149
5982,redeemer,930,512694,511764
5983,textbook,12729,512662,499933
5984,dislocation,248405,512661,264256
5985,testator,8631,512617,503986
5986,thornton,35519,512524,477005
5987,gore,54925,512518,457593
5988,anyhow,2167,512269,510102
5989,forbear,774,511940,511166
5990,papacy,3148,511907,508759
5991,tech,107744,511907,404163
5992,stakes,6855,511875,505020
5993,anthropological,53054,511850,458796
5994,bookseller,3951,511739,507788
5995,mater,209055,511704,302649
5996,consuls,1445276,511689,933587
5997,roller,20889,511620,490731
5998,gloss,18269,511470,493201
5999,mansfield,35697,511429,475732
6000,disciplined,2057,511378,509321
6001,sufficiency,4245,511352,507107
6002,darkened,1239,511297,510058
6003,enactment,6417,511221,504804
6004,slit,4864,510884,506020
6005,thrive,1718,510861,509143
6006,ensures,4973,510841,505868
6007,activists,3833,510761,506928
6008,vulnerability,7349,510641,503292
6009,nobis,384840,510553,125713
6010,highlights,7771,510533,502762
6011,verification,1440331,510449,929882
6012,diaphragm,3251,510370,507119
6013,moulding,2733,510351,507618
6014,sive,341462,510307,168845
6015,prism,6151,510230,504079
6016,southwest,13849,510213,496364
6017,morphological,25616,510206,484590
6018,judas,181529,510194,328665
6019,bucket,3354,510099,506745
6020,ballot,80323,509909,429586
6021,adjusting,4983,509879,504896
6022,merged,3037,509878,506841
6023,louder,2470,509856,507386
6024,steamers,69336,509837,440501
6025,unification,782916,509769,273147
6026,terminals,3329,509741,506412
6027,natured,1172,509655,508483
6028,mussolini,348930,509581,160651
6029,sri,130750,509447,378697
6030,wiltshire,11020,509396,498376
6031,oblivion,3240,509243,506003
6032,disintegration,8044,509196,501152
6033,supportive,2629,509120,506491
6034,acquires,3740,509082,505342
6035,fleets,2190,509052,506862
6036,selections,69536,508918,439382
6037,wed,4574,508740,504166
6038,remnants,4406,508670,504264
6039,alienated,3412,508648,505236
6040,authoritarian,9267,508628,499361
6041,winner,6855,508626,501771
6042,densely,3963,508590,504627
6043,handel,67379,508450,441071
6044,feasts,2464,508447,505983
6045,additionally,4098,508436,504338
6046,muddy,4606,508398,503792
6047,evacuation,1019508,508394,511114
6048,foreseen,4124,508373,504249
6049,ful,13380,508192,494812
6050,gilded,1806,508041,506235
6051,nationalists,3375,508026,504651
6052,tiberius,27305,507960,480655
6053,louisa,29382,507959,478577
6054,renown,3298,507954,504656
6055,465,269920,507924,238004
6056,dung,13689,507895,494206
6057,postal,432007,507767,75760
6058,luggage,2573,507736,505163
6059,nourishment,2056,507665,505609
6060,tunes,11652,507617,495965
6061,exiled,2426,507543,505117
6062,harley,30340,507535,477195
6063,thicker,3203,507377,504174
6064,rectory,855,507212,506357
6065,regained,2631,507143,504512
6066,ducks,2716,507115,504399
6067,cathode,162414,507105,344691
6068,pd,54338,507105,452767
6069,ascension,994968,507083,487885
6070,connective,14794,507058,492264
6071,inactive,112348,506916,394568
6072,rejoined,319,506790,506471
6073,hourly,4949,506765,501816
6074,abandoning,2899,506755,503856
6075,pioneers,8177,506726,498549
6076,sullen,28353,506691,478338
6077,iodide,4004,506594,502590
6078,avarice,347540,506530,158990
6079,intravenous,7253,506404,499151
6080,1775,358838,506400,147562
6081,untouched,2169,506338,504169
6082,s.a.,365216,506209,140993
6083,livingstone,78694,506083,427389
6084,waiter,2798,506078,503280
6085,showers,1988,506070,504082
6086,stanzas,1754,506046,504292
6087,retarded,7617,505791,498174
6088,brace,24445,505768,481323
6089,binds,3850,505711,501861
6090,loops,5823,505699,499876
6091,a.c.,97781,505693,407912
6092,postmodern,7425,505574,498149
6093,behaviours,5666,505497,499831
6094,circa,205714,505385,299671
6095,intentional,6362,505227,498865
6096,larva,10721,505225,494504
6097,personages,4149,505136,500987
6098,warmed,1154,505130,503976
6099,hermit,1980,505093,503113
6100,subscribers,5157,505037,499880
6101,punjab,22397,505021,482624
6102,bony,21142,504991,483849
6103,providers,4016,504827,500811
6104,interfered,2449,504601,502152
6105,reminiscences,164563,504512,339949
6106,1782,313232,504479,191247
6107,sal,148190,504455,356265
6108,epitaph,2003,504454,502451
6109,3.6,128206,504416,376210
6110,harness,2405,504273,501868
6111,popery,2378,504093,501715
6112,commonest,1491,504090,502599
6113,cigarettes,272244,504041,231797
6114,475,287372,503915,216543
6115,bubbles,6374,503736,497362
6116,sexually,4347,503617,499270
6117,mournful,910,503423,502513
6118,tam,433804,503373,69569
6119,criticised,3095,503297,500202
6120,livy,2411,503280,500869
6121,dm,442872,503268,60396
6122,fishery,16591,503258,486667
6123,illegitimate,4783,503220,498437
6124,brightly,913,503076,502163
6125,451,243476,503075,259599
6126,scatter,5222,503068,497846
6127,confusing,3289,503065,499776
6128,burgesses,1242,502983,501741
6129,tub,21594,502979,481385
6130,lain,14676,502936,488260
6131,workmanship,2080,502868,500788
6132,selfishness,1502,502798,501296
6133,ethyl,21862,502793,480931
6134,politeness,2770,502752,499982
6135,attracting,3252,502653,499401
6136,pf,96745,502636,405891
6137,edw,29267,502508,473241
6138,inconsistency,4044,502457,498413
6139,epithelial,63119,502403,439284
6140,beggars,2300,502371,500071
6141,457,258452,502189,243737
6142,glabrous,544,502091,501547
6143,annuity,3037,502047,499010
6144,442,254177,502036,247859
6145,cyrus,168717,501953,333236
6146,livelihood,4004,501922,497918
6147,sellers,29357,501900,472543
6148,sanguine,468271,501887,33616
6149,jay,133262,501862,368600
6150,connects,2817,501856,499039
6151,basins,20503,501853,481350
6152,toast,117502,501830,384328
6153,stables,537688,501791,35897
6154,corollary,4151,501659,497508
6155,stella,117336,501602,384266
6156,bowls,3265,501528,498263
6157,pater,267026,501373,234347
6158,threatens,3334,501346,498012
6159,drastic,5942,501199,495257
6160,drummond,53771,501155,447384
6161,num,123006,501069,378063
6162,schizophrenia,15334,501028,485694
6163,fighters,3428,501000,497572
6164,prosper,217050,500990,283940
6165,multinational,58364,500910,442546
6166,confirming,4792,500871,496079
6167,characteristically,2690,500868,498178
6168,medication,337176,500850,163674
6169,feb,49853,500850,450997
6170,crafts,15835,500837,485002
6171,ordinate,8257,500717,492460
6172,baskets,11832,500675,488843
6173,stalls,1391,500647,499256
6174,groom,19690,500638,480948
6175,constructs,5649,500638,494989
6176,"15,000",152600,500594,347994
6177,popish,1219,500435,499216
6178,captives,63232,500399,437167
6179,owns,3553,500398,496845
6180,clyde,43031,500364,457333
6181,446,262731,500353,237622
6182,quay,19482,500332,480850
6183,understandings,2963,500322,497359
6184,onely,1849,500280,498431
6185,tranquil,7617,500152,492535
6186,trough,8235,500148,491913
6187,applicants,20798,500118,479320
6188,hailed,1375,500097,498722
6189,subscribe,6398,500024,493626
6190,burnet,52275,499987,447712
6191,euripides,6378,499983,493605
6192,nasty,2795,499947,497152
6193,monsters,5013,499852,494839
6194,shrugged,201,499806,499605
6195,symmetric,6980,499804,492824
6196,affective,448815,499692,50877
6197,demise,11363,499575,488212
6198,acoustic,18431,499502,481071
6199,frenchmen,5545,499480,493935
6200,journ,406044,499447,93403
6201,othello,60560,499441,438881
6202,cardinals,1707,499425,497718
6203,aggravated,3038,499235,496197
6204,announcing,2296,499131,496835
6205,grape,17180,499076,481896
6206,hegemony,7347,499015,491668
6207,sting,3682,498896,495214
6208,1770,402712,498881,96169
6209,prentice,49113,498880,449767
6210,missile,78772,498721,419949
6211,barrister,8843,498694,489851
6212,amusements,100236,498515,398279
6213,thickly,981,498502,497521
6214,lava,51582,498186,446604
6215,whitish,1674,498066,496392
6216,formulate,7327,498060,490733
6217,traumatic,12516,497923,485407
6218,deriving,5859,497806,491947
6219,ludwig,216433,497765,281332
6220,plug,13499,497678,484179
6221,recurring,3987,497567,493580
6222,453,262979,497542,234563
6223,pending,11143,497507,486364
6224,screaming,1200,497487,496287
6225,perils,828294,497481,330813
6226,discrepancy,7608,497443,489835
6227,490,268954,497362,228408
6228,chip,15405,497348,481943
6229,grieved,575,497322,496747
6230,vpon,947,497312,496365
6231,glare,2254,497311,495057
6232,griffith,50140,497156,447016
6233,germanic,4700,497054,492354
6234,cruise,18472,497048,478576
6235,gunpowder,3073,497047,493974
6236,colonization,15447,496937,481490
6237,infallible,2457,496921,494464
6238,greenhouse,7950,496811,488861
6239,greenland,11997,496806,484809
6240,forsake,836,496752,495916
6241,fables,502141,496697,5444
6242,emphatic,2309,496619,494310
6243,gaol,2450,496601,494151
6244,charlemagne,831513,496593,334920
6245,indiana,133777,496577,362800
6246,tonic,6758,496470,489712
6247,thorns,1379,496428,495049
6248,adolescence,546328,496295,50033
6249,bullets,1823,496281,494458
6250,humidity,12155,496253,484098
6251,ulcer,7100,496078,488978
6252,deceit,2285,496056,493771
6253,chestnut,4697,496038,491341
6254,kay,58475,496012,437537
6255,realist,5577,495901,490324
6256,aquinas,13484,495833,482349
6257,manpower,20070,495828,475758
6258,calamities,1400,495802,494402
6259,inc,426963,495738,68775
6260,dwells,1705,495675,493970
6261,township,30032,495672,465640
6262,kindled,754,495603,494849
6263,knocking,1382,495580,494198
6264,commercially,4153,495528,491375
6265,stripes,4591,495423,490832
6266,emitted,6216,495417,489201
6267,spun,2088,495340,493252
6268,turbine,297282,495294,198012
6269,wins,10505,495196,484691
6270,aesthetics,19616,495094,475478
6271,hmso,12297,495087,482790
6272,platonic,6196,494988,488792
6273,passport,5850,494978,489128
6274,inns,7668,494950,487282
6275,sticking,2147,494930,492783
6276,sells,4453,494882,490429
6277,remission,227454,494628,267174
6278,hindered,2794,494488,491694
6279,murders,2845,494460,491615
6280,deduce,7772,494450,486678
6281,fowls,2094,494408,492314
6282,permeability,12522,494331,481809
6283,horizontally,2980,494200,491220
6284,lifts,2750,493923,491173
6285,scored,1852,493904,492052
6286,thoracic,8247,493827,485580
6287,pumping,10720,493770,483050
6288,procedural,52262,493676,441414
6289,monmouth,33940,493539,459599
6290,tokens,4687,493486,488799
6291,methinks,731,493477,492746
6292,lobby,65296,493406,428110
6293,deutsche,514600,493404,21196
6294,tibet,146106,493300,347194
6295,1784,355863,493248,137385
6296,stair,17974,493237,475263
6297,gardening,4849,493233,488384
6298,iso,181059,493183,312124
6299,dalton,62880,493060,430180
6300,accents,447684,492963,45279
6301,skirts,1199,492852,491653
6302,wreath,1297,492729,491432
6303,fictitious,3914,492698,488784
6304,humanitarian,15373,492608,477235
6305,submerged,5918,492552,486634
6306,methuen,42055,492506,450451
6307,boer,48433,492484,444051
6308,percentages,8025,492480,484455
6309,marion,295272,492428,197156
6310,vogue,653539,492413,161126
6311,complied,4736,492403,487667
6312,gratify,725,492382,491657
6313,shirley,29105,492342,463237
6314,sceptre,394406,492300,97894
6315,singly,20133,492238,472105
6316,reins,710750,492176,218574
6317,hardships,1954,492012,490058
6318,sw,100910,491916,391006
6319,hydroxide,5576,491912,486336
6320,magnus,125083,491904,366821
6321,laurel,15407,491815,476408
6322,twofold,4519,491752,487233
6323,garland,20613,491701,471088
6324,pharaoh,1338,491640,490302
6325,bolts,3150,491549,488399
6326,brink,17349,491539,474190
6327,armoured,1964,491440,489476
6328,catheter,62719,491433,428714
6329,scribe,204006,491340,287334
6330,persuasive,89837,491128,401291
6331,shortened,3317,491009,487692
6332,phoenix,25571,490890,465319
6333,licences,354547,490795,136248
6334,bs,65420,490752,425332
6335,admiring,989,490701,489712
6336,stigma,17738,490683,472945
6337,fugitive,153011,490675,337664
6338,til,174232,490641,316409
6339,necessaries,2016,490584,488568
6340,merger,14180,490529,476349
6341,leone,253791,490503,236712
6342,heiress,608,490426,489818
6343,realizing,3752,490425,486673
6344,rhymes,3106,490343,487237
6345,bursts,2618,490343,487725
6346,gems,3582,490339,486757
6347,sowing,4304,490300,485996
6348,boulder,41971,490264,448293
6349,expence,1370,490145,488775
6350,blazing,1315,490096,488781
6351,originate,6196,490010,483814
6352,tortured,1686,489851,488165
6353,outputs,21902,489823,467921
6354,discursive,190545,489820,299275
6355,reminder,3157,489816,486659
6356,psychologist,12247,489797,477550
6357,inherit,2742,489760,487018
6358,tendon,267452,489745,222293
6359,1.8,164501,489719,325218
6360,turin,1075182,489709,585473
6361,veterinary,32318,489646,457328
6362,xxxii,247326,489626,242300
6363,disregarded,3539,489416,485877
6364,graphs,9740,489382,479642
6365,gorge,1196770,489236,707534
6366,procuring,2463,489218,486755
6367,venezuela,455743,489198,33455
6368,grasping,3619,489173,485554
6369,reformer,689948,489063,200885
6370,adsorption,138777,489052,350275
6371,imparted,1650,488915,487265
6372,instantaneous,5912,488895,482983
6373,lanceolate,544,488887,488343
6374,urea,7397,488863,481466
6375,osborne,35455,488787,453332
6376,watery,1514,488696,487182
6377,watered,1557,488610,487053
6378,dart,16209,488590,472381
6379,unlucky,706,488535,487829
6380,covert,5273,488507,483234
6381,co2,169063,488474,319411
6382,woody,21683,488421,466738
6383,fragmentation,220375,488392,268017
6384,duel,566871,488380,78491
6385,sixpence,824,488352,487528
6386,vigilance,718311,488328,229983
6387,barrett,30097,488243,458146
6388,contaminated,6408,488202,481794
6389,inspiring,2453,488126,485673
6390,tribunals,14343,488094,473751
6391,understandable,4508,487995,483487
6392,erotic,4789,487993,483204
6393,dragging,1215,487914,486699
6394,habitually,2175,487863,485688
6395,objectivity,7511,487848,480337
6396,scream,2416,487829,485413
6397,homosexual,4884,487680,482796
6398,pendulum,7113,487490,480377
6399,worthwhile,4149,487463,483314
6400,steer,4078,487371,483293
6401,ecstasy,10126,487241,477115
6402,totality,6555,487179,480624
6403,replication,49761,487027,437266
6404,marco,253096,486965,233869
6405,midsummer,3255,486965,483710
6406,tropics,10079,486879,476800
6407,inhibited,5319,486799,481480
6408,papists,949,486778,485829
6409,fetched,1211,486747,485536
6410,godwin,50725,486743,436018
6411,swine,13502,486706,473204
6412,apprenticeship,7310,486665,479355
6413,obtuse,71231,486482,415251
6414,antagonism,4888,486467,481579
6415,fife,10089,486432,476343
6416,anomalies,640877,486431,154446
6417,fuch,1192,486393,485201
6418,wade,94252,486387,392135
6419,sparks,11463,486368,474905
6420,porous,14156,486292,472136
6421,spacing,9501,486029,476528
6422,459,234958,486014,251056
6423,decayed,1684,485930,484246
6424,pinch,4689,485902,481213
6425,craftsmen,4767,485795,481028
6426,dramatist,2315,485776,483461
6427,1750,361807,485646,123839
6428,bom,29769,485585,455816
6429,handy,8428,485575,477147
6430,parry,46831,485553,438722
6431,rearing,8664,485552,476888
6432,overlook,3313,485536,482223
6433,redistribution,350776,485535,134759
6434,stuttgart,372543,485462,112919
6435,cobalt,270250,485298,215048
6436,ngos,5871,485106,479235
6437,cancelled,4931,485089,480158
6438,necks,2549,485085,482536
6439,denoting,4585,485069,480484
6440,translating,7631,485038,477407
6441,lowe,69670,484963,415293
6442,rust,27149,484940,457791
6443,exhaustive,289439,484892,195453
6444,gertrude,116778,484820,368042
6445,deficits,313381,484742,171361
6446,misunderstood,3048,484643,481595
6447,saturn,8191,484496,476305
6448,featured,2651,484494,481843
6449,elliot,65284,484478,419194
6450,handicapped,10804,484452,473648
6451,puritans,2303,484405,482102
6452,sie,1030916,484380,546536
6453,sepulchre,17384,484343,466959
6454,456,257657,484304,226647
6455,implicated,3109,484290,481181
6456,recession,260210,484289,224079
6457,scriptural,20832,484241,463409
6458,thinker,4208,484239,480031
6459,slips,8793,484133,475340
6460,archive,121777,484058,362281
6461,prov,135180,484007,348827
6462,operas,194102,483919,289817
6463,pudding,17713,483875,466162
6464,analysts,4694,483857,479163
6465,haunt,1410,483826,482416
6466,claws,1468,483812,482344
6467,discharges,7111,483768,476657
6468,congestion,374359,483729,109370
6469,soviets,366275,483227,116952
6470,jun,54295,483210,428915
6471,chaste,204755,483144,278389
6472,bulls,6755,483139,476384
6473,evolving,9235,483046,473811
6474,hop,108932,482980,374048
6475,insofar,9281,482973,473692
6476,lexical,151626,482964,331338
6477,pituitary,12763,482935,470172
6478,boyd,44920,482775,437855
6479,abscess,3757,482766,479009
6480,dazzling,1468,482758,481290
6481,eine,1457492,482695,974797
6482,matilda,5340,482679,477339
6483,ng,96735,482629,385894
6484,pad,16158,482583,466425
6485,thefe,576,482576,482000
6486,acquaintances,1378,482536,481158
6487,shadowy,1647,482512,480865
6488,furnishes,2514,482494,479980
6489,cultured,7402,482442,475040
6490,fitz,77086,482381,405295
6491,perfume,2945,482238,479293
6492,dt,421561,482171,60610
6493,excretion,198050,482139,284089
6494,enrolled,2834,482137,479303
6495,diffraction,196141,482136,285995
6496,bravely,707,482118,481411
6497,todd,54764,482091,427327
6498,traded,5240,482048,476808
6499,comedies,345176,481882,136706
6500,madison,93699,481829,388130
6501,thanksgiving,3410,481792,478382
6502,email,374160,481775,107615
6503,accomplishments,2883,481631,478748
6504,neglecting,3307,481589,478282
6505,2.7,136759,481569,344810
6506,artificially,4673,481482,476809
6507,gower,22382,481480,459098
6508,completeness,4058,481419,477361
6509,opus,279061,481404,202343
6510,idiom,4985,481373,476388
6511,decimal,83576,481267,397691
6512,campus,156055,481132,325077
6513,fostered,2812,481129,478317
6514,nazis,347926,481127,133201
6515,repairing,2899,481044,478145
6516,accommodated,2050,480895,478845
6517,weakly,5475,480862,475387
6518,southey,16964,480812,463848
6519,520,310685,480797,170112
6520,lex,323799,480786,156987
6521,syracuse,151151,480779,329628
6522,spurious,3760,480741,476981
6523,452,245270,480670,235400
6524,illuminating,4800,480542,475742
6525,gaseous,6625,480382,473757
6526,dee,119129,480364,361235
6527,openness,5499,480336,474837
6528,prelate,892,480335,479443
6529,determinations,716942,480281,236661
6530,protectorate,15040,480093,465053
6531,stalks,1636,480071,478435
6532,kicked,987,480067,479080
6533,ubi,256504,479995,223491
6534,initials,2782,479834,477052
6535,enclosing,2841,479803,476962
6536,excuses,444261,479794,35533
6537,inspect,10018,479693,469675
6538,inducing,5960,479644,473684
6539,tyrants,1674,479632,477958
6540,courageous,2433,479579,477146
6541,aortic,6173,479567,473394
6542,8.2,74926,479553,404627
6543,beak,2261,479492,477231
6544,nutritional,13621,479302,465681
6545,modulus,7279,479181,471902
6546,deus,387996,479080,91084
6547,mediator,7866,479068,471202
6548,rogue,32949,479056,446107
6549,tibi,173902,479022,305120
6550,rigidity,6770,479011,472241
6551,ll.d.,2889,479004,476115
6552,antagonist,3018,479000,475982
6553,happiest,1042,478966,477924
6554,ankle,5240,478963,473723
6555,relational,7836,478872,471036
6556,berries,3024,478818,475794
6557,cords,6211,478770,472559
6558,oswald,120296,478654,358358
6559,forbade,1222,478584,477362
6560,queries,5951,478522,472571
6561,medals,3211,478479,475268
6562,malone,20393,478478,458085
6563,benson,36267,478254,441987
6564,mil,1333915,478226,855689
6565,balcony,1553,478076,476523
6566,costumes,573166,478070,95096
6567,inert,5297,478065,472768
6568,sara,224628,477959,253331
6569,overcoming,5212,477839,472627
6570,pores,341225,477823,136598
6571,unilateral,170227,477811,307584
6572,securely,1598,477781,476183
6573,assyrian,4997,477737,472740
6574,650,414463,477687,63224
6575,sequential,9894,477671,467777
6576,keepers,3903,477648,473745
6577,fervent,217456,477608,260152
6578,traps,9893,477601,467708
6579,vero,457777,477525,19748
6580,s.w.,27300,477490,450190
6581,recited,2124,477455,475331
6582,heinrich,208823,477452,268629
6583,magdalen,6012,477429,471417
6584,reap,9505,477418,467913
6585,cornell,85470,477416,391946
6586,alludes,1429,477404,475975
6587,lambs,4127,477325,473198
6588,surveying,5524,477182,471658
6589,correspondents,3589,477158,473569
6590,recommends,5063,477140,472077
6591,dell,258377,477107,218730
6592,pelvic,7100,477092,469992
6593,cuttings,5836,477049,471213
6594,curtis,65005,477041,412036
6595,eyebrows,885,476992,476107
6596,454,244762,476937,232175
6597,wren,14716,476920,462204
6598,inspectors,7294,476823,469529
6599,imputed,1883,476712,474829
6600,standardized,7456,476709,469253
6601,colombia,62060,476705,414645
6602,ricardo,250771,476669,225898
6603,inhibit,4442,476593,472151
6604,smoked,2486,476537,474051
6605,"6,000",263225,476522,213297
6606,fuit,737946,476514,261432
6607,mythical,5844,476483,470639
6608,reasoned,2796,476475,473679
6609,brands,6802,476471,469669
6610,tempt,5215,476471,471256
6611,mend,4354,476463,472109
6612,conveys,2790,476335,473545
6613,458,254098,476299,222201
6614,drilling,13019,476205,463186
6615,spp,56814,476154,419340
6616,kinsman,1974,476149,474175
6617,parasite,567064,476099,90965
6618,03,437918,476065,38147
6619,moslem,8809,476025,467216
6620,einstein,264904,475985,211081
6621,pelvis,19419,475980,456561
6622,austrians,1386,475972,474586
6623,withered,1034,475969,474935
6624,lessen,5440,475959,470519
6625,pronouns,9648,475955,466307
6626,vapours,2229,475917,473688
6627,eucharist,2970,475895,472925
6628,nightmare,4004,475893,471889
6629,bail,1412376,475764,936612
6630,lavish,1345,475707,474362
6631,auspices,533441,475681,57760
6632,tacit,19806,475649,455843
6633,profusion,374801,475615,100814
6634,saloon,7348,475601,468253
6635,fairest,1057,475587,474530
6636,"200,000",196764,475573,278809
6637,pedigree,22143,475497,453354
6638,discerned,2251,475313,473062
6639,molly,21036,475242,454206
6640,vendor,3935,475212,471277
6641,spectroscopy,19577,475087,455510
6642,berwick,67776,475057,407281
6643,entropy,8840,475043,466203
6644,watering,3469,475019,471550
6645,forwarded,6465,474984,468519
